,job_name,company,country,location,min_salary,max_salary,description,posted_date,work_type,tags,score,matched,source
277,Director of Machine Learning,Gather AI,US,"Pittsburgh, Allegheny County",275204.7,275204.7,"Job Description Job Description About Us Are you ready to build the future of supply chain? At Gather AI, we're not just creating software; we're pioneering a new era of warehouse intelligence. We've developed a groundbreaking, vision-powered platform that uses autonomous drones and existing equipment to capture real-time data, completely digitizing workflows that have historically been manual and error-prone. This means facilities operate smarter, safer, and more efficiently, ultimately redefi…",2026-09-04T13:02:48Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
278,Machine Learning Director,PayJoy,US,"San Francisco, California",157030.19,157030.19,"Job Description Job Description About PayJoy PayJoy, a Public Benefit Corporation, is a mission-first credit provider dedicated to helping under-served customers in emerging markets to achieve financial stability and success. Our patented technology for secured credit provides an on-ramp for new customers to enter the credit system. Through PayJoy’s point-of-sale financing and card offerings, customers gain access to a modern quality of life. PayJoy’s credit also allows our customers to seize o…",2026-09-04T13:00:36Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
279,Principal Machine Learning Engineer,Zillow,US,"Camas Valley, Douglas County",245000.0,320000.0,"Zillow is seeking a Principal Machine Learning Engineer to lead agentic AI systems that power our real estate marketplace. You will design, build, and deploy large-scale ML and LLM-based agents for search, recommendations, pricing, and customer experiences. Partner with data science, product, and engineering to define technical strategy, architecture, and best practices. Mentor engineers, drive experimentation, and ensure robust, reliable ML pipelines. Help shape Zillow’s next generation of AI-…",2026-08-25T18:31:41Z,unknown,it-jobs,6,"(('description', ('machine learning',)), ('job_title', ('machine learning',)))",adzuna
280,Machine Learning Engineer,Bespoke Labs,US,"Saint Louis, Saint Louis County",79058.82,79058.82,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:40:58Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
281,Machine Learning Engineer,Bespoke Labs,US,"Billings, Yellowstone County",73132.87,73132.87,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:40:03Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
282,Machine Learning Engineer,Bespoke Labs,US,"Lansing, Ingham County",78554.75,78554.75,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:40:03Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
283,Machine Learning Engineer,Bespoke Labs,US,"Rochester, Monroe County",78028.81,78028.81,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:40:01Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
284,Machine Learning Engineer,Bespoke Labs,US,"Bloomsburg, Columbia County",79165.95,79165.95,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:40:03Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
285,Machine Learning Engineer,Bespoke Labs,US,"Allentown, Lehigh County",77218.59,77218.59,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:40:01Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
286,Machine Learning Engineer,Bespoke Labs,US,"Buffalo, Erie County",81514.76,81514.76,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:40:01Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
287,Machine Learning Engineer,Bespoke Labs,US,"Toledo, Lucas County",74690.45,74690.45,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:40:01Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
288,Machine Learning Engineer,Bespoke Labs,US,"Mount Pleasant, Isabella County",75778.07,75778.07,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:40:05Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
289,Machine Learning Engineer,Bespoke Labs,US,"Grand Rapids, Kent County",80241.5,80241.5,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:41:02Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
290,Machine Learning Engineer,Bespoke Labs,US,"Helena, Lewis and Clark County",76233.85,76233.85,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:40:58Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
291,Machine Learning Engineer,Bespoke Labs,US,"Baltimore, Baltimore County",75622.71,75622.71,"Own model training and post-training pipelines end to end: SFT, RLHF, PPO, DPO, and reward model training in PyTorch Build and maintain the infrastructure around RL training: rollout collection, data curation, reward model serving, and experiment orchestration Run and scale training experiments on cloud or HPC (AWS, GCP, SLURM, Ray), and debug throughput, stability, and convergence issues Build evaluation harnesses and benchmark infrastructure, with held-out sets and contamination controls, so …",2026-08-31T19:35:58Z,unknown,it-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
